,TS_ID,Team,Season,Conference,NatChamp,Playoff,ConfChamp,Heisman,Games,Win,Loss,Off.Rank,Off.Plays,Off.Yards,Off.Yards.Play,Off.TDs,Off.Yards.per.Game,Def.Rank,Def.Plays,Yards.Allowed,Yards.Play.Allowed,Off.TDs.Allowed,Total.TDs.Allowed,Yards.Per.Game.Allowed,First.Down.Rank,First.Down.Runs,First.Down.Passes,First.Down.Penalties,First.Downs,First.Down.Def.Rank,Opp.First.Down.Runs,Opp.First.Down.Passes,Opp.First.Down.Penalties,Opp.First.Downs,X4th.Down.Rank,X4th.Attempts,X4th.Conversions,X4th.Percent,X4rd.Down.Def.Rank,Opp.4th.Conversion,Opp.4th.Attempt,Opponent.4th.Percent,Kickoff.Return.Rank,Kickoffs.Returned,Kickoff.Return.Yards,Kickoff.Return.Touchdowns,Avg.Yard.per.Kickoff.Return,Passing.Off.Rank,Pass.Attempts,Pass.Completions,Interceptions.Thrown.x,Pass.Yards,Pass.Yards.Attempt,Yards.Completion,Pass.Touchdowns,Pass.Yards.Per.Game,Pass.Def.Rank,Opp.Completions.Allowed,Opp.Pass.Attempts,Opp.Pass.Yds.Allowed,Opp.Pass.TDs.Allowed,Yards.Attempt.Allowed,Yards.Completion.Allowed,Pass.Yards.Per.Game.Allowed,Penalty.Rank,Penalties,Penalty.Yards,Penalty.Yards.Per.Game,Punt.Return.Rank,Punt.Returns,Net.Punt.Return.Yards,Punt.Return.Touchdowns,Avg.Yards.Per.Punt.Return,Punt.Return.Def.Rank,Opp.Punt.Returns,Opp.Net.Punt.Return.Yards,Opp.Punt.Return.Touchdowns.Allowed,Avg.Yards.Allowed.per.Punt.Return,Redzone.Off.Rank,Redzone.Attempts,Redzone.Rush.TD,Redzone.Pass.TD,Redzone.Field.Goals.Made,Redzone.Scores,Redzone.Points,Redzone.Def.Rank,Opp.Redzone.Attempts,Opp.Redzone.Rush.TD.Allowed,Opp.Redzone.Pass.Touchdowns.Allowed,Opp.Redzone.Field.Goals.Made,Opp.Redzone.Scores,Redzone.Points.Allowed,Rushing.Off.Rank,Rush.Attempts,Rush.Yds,Yards.Rush,Rushing.TD,Rushing.Yards.per.Game,Rushing.Def.Rank,Opp.Rush.Attempts,Opp.Rush.Yards.Alloweed,Yds.Rush.Allowed,Opp.Rush.Touchdowns.Allowed,Rush.Yards.Per.Game.Allowed,Sack.Rank,Sacks,Sack.Yards,Average.Sacks.per.Game,Scoring.Def.Rank,Touchdowns.Allowed,Opponent.Extra.Points,X2.Point.Conversions.Allowed,Opp.Deflected.Extra.Points,Opp.Feild.Goals.Made,Opp.Safety,Points.Allowed,Avg.Points.per.Game.Allowed,Scoring.Off.Rank,Touchdowns,PAT,X2.Point.Conversions,Defensive.Points,Feild.Goals,Safety,Total.Points,Points.Per.Game,Tackle.for.Loss.Rank,Solo.Tackle.For.Loss,Assist.Tackle.For.Loss,Tackle.for.Loss.Yards,Total.Tackle.For.Loss,Tackle.For.Loss.Per.Game,X3rd.Down.Rank,X3rd.Attempts,X3rd.Conversions,X3rd.Percent,X3rd.Down.Def.Rank,Opp.3rd.Conversion,Opp.3rd.Attempt,Opponent.3rd.Percent,Time.of.Possession.Rank,Average.T.O.P,Turnover.Rank,Fumbles.Recovered,Opponents.Intercepted,Turnovers.Gain,Fumbles.Lost,Interceptions.Thrown.y,Turnovers.Lost,Turnover.Margin,Avg.Turnover.Margin.per.Game,Avg Rank,Net Yards Per Play,winpct
488,872,FIU,2020,C-USA,0,0,0,0,5,0,5,122,306,1404,4.59,13,281,79,367,2114,5.76,17,19,423,18,58,47,10,115,18,58,47,10,115,104,5,12,0,42,2,4,1,95,3,18,69,0.0,122,130,58,2,617,4.75,10.64,5,123,17,89,140,936,6,6.69,10.52,187.2,49,32,240,48.0,5,7,-3,0,-0.43,5,7,-3,0,-0.43,99,9,3,2,2,7,0.78,62,24,9,5,6,20,0.83,71,176,787,4.47,8,157.4,117,227,1178,5.19,11,235.6,123,19,127,3.8,87,19,18,0,0,10,0,162,32.4,104,15,11,1,0,3,0,112,22.4,28,24,24,129,36,7.2,100,78,28,0.36,70,30,74,0.41,118,26:12:00,76,1,2,3,2,2,4,-1,-0.2,100.5,-1.17,0.0
489,873,Fla. Atlantic,2020,C-USA,0,0,0,0,9,5,4,113,595,2921,4.91,20,325,28,601,3080,5.12,15,17,342,54,78,74,7,159,54,78,74,7,159,85,11,23,0,12,6,17,0,119,14,21,373,1.0,117,232,122,6,1300,5.6,10.66,8,144,18,146,266,1689,9,6.35,11.57,187.7,13,42,350,38.89,90,12,118,1,9.83,90,12,118,1,9.83,113,26,8,6,5,19,0.73,7,23,4,4,8,16,0.7,50,363,1621,4.47,12,180.1,52,335,1391,4.15,6,154.6,65,20,140,2.22,10,17,15,1,0,12,1,157,17.4,114,21,20,0,0,8,0,170,18.9,52,40,36,223,58,6.4,75,134,52,0.39,62,54,135,0.4,82,29:01:00,58,5,6,11,5,6,11,0,0.0,70.5,-0.20999999999999996,0.5555555555555556
490,893,Louisiana Tech,2020,C-USA,0,0,0,0,10,5,5,116,703,3158,4.49,31,316,82,699,4273,6.11,44,45,427,84,97,96,15,208,84,97,96,15,208,2,16,18,1,63,11,20,1,117,26,19,682,1.0,73,359,221,14,2166,6.03,9.8,21,217,63,187,292,2290,18,7.84,12.25,229.0,33,50,456,45.6,19,18,46,0,2.56,19,18,46,0,2.56,52,39,10,13,10,33,0.85,110,41,19,9,9,37,0.9,119,344,992,2.88,10,99.2,96,407,1983,4.87,26,198.3,100,29,223,2.9,96,45,44,0,0,11,0,347,34.7,79,33,33,0,0,12,0,267,26.7,90,40,24,182,52,5.2,78,156,60,0.39,113,67,141,0.48,60,30:11:00,76,5,9,14,2,14,16,-2,-0.2,99.0,-1.62,0.5
491,896,Marshall,2020,C-USA,0,0,0,0,10,7,3,70,668,3913,5.86,37,391,3,635,2794,4.4,14,15,279,64,65,79,27,171,64,65,79,27,171,112,8,21,0,42,8,16,1,6,29,8,464,0.0,79,281,171,10,2129,7.58,12.45,19,213,14,182,292,1839,8,6.3,10.1,183.9,100,60,627,62.7,47,10,56,0,5.6,47,10,56,0,5.6,59,37,15,10,6,31,0.84,3,24,6,6,4,16,0.67,51,387,1784,4.61,18,178.4,6,343,955,2.78,6,95.5,13,12,89,1.2,1,15,13,0,0,9,0,130,13.0,65,38,36,0,0,7,0,285,28.5,95,26,48,209,50,5.0,32,128,58,0.45,22,48,139,0.35,66,29:50:00,45,10,5,15,2,10,12,3,0.3,36.5,1.46,0.7
492,904,Middle Tenn.,2020,C-USA,0,0,0,0,9,3,6,89,636,3293,5.18,25,366,99,663,4014,6.05,40,41,446,84,105,92,11,208,84,105,92,11,208,78,6,12,1,81,6,10,1,53,33,0,669,0.0,62,311,205,10,2074,6.67,10.12,13,230,53,167,281,2017,19,7.18,12.08,224.1,67,51,470,52.22,37,14,72,0,5.14,37,14,72,0,5.14,75,27,10,9,3,22,0.82,120,34,13,14,5,32,0.94,92,325,1219,3.75,12,135.4,111,382,1997,5.23,21,221.9,89,23,120,2.56,102,41,39,1,0,10,1,319,35.4,103,27,23,0,0,7,0,206,22.9,95,29,32,184,45,5.0,48,129,55,0.43,126,75,140,0.54,71,29:33:00,80,6,8,14,6,10,16,-2,-0.22,94.0,-0.8700000000000001,0.3333333333333333
493,914,North Texas,2020,C-USA,0,0,0,0,10,4,6,8,779,5132,6.59,46,513,126,752,5221,6.94,57,58,522,119,120,110,22,252,119,120,110,22,252,95,11,24,0,27,6,14,0,43,38,14,736,0.0,25,336,185,9,2830,8.42,15.3,28,283,90,195,311,2529,25,8.13,12.97,252.9,73,68,536,53.6,34,11,54,0,4.91,34,11,54,0,4.91,86,34,10,12,5,27,0.79,74,53,25,17,3,45,0.85,13,443,2302,5.2,18,230.2,124,441,2692,6.1,32,269.2,34,17,116,1.7,125,58,57,1,0,7,0,428,42.8,24,46,44,0,0,8,0,344,34.4,90,37,30,217,52,5.2,28,150,70,0.47,110,68,144,0.47,122,25:38:00,107,2,7,9,6,9,15,-6,-0.6,67.0,-0.35000000000000053,0.4
494,928,Rice,2020,C-USA,0,0,0,0,5,2,3,107,349,1658,4.75,12,332,27,300,1708,5.69,10,11,342,7,38,41,3,82,7,38,41,3,82,62,6,11,1,1,0,6,0,4,17,2,266,0.0,82,133,82,2,1054,7.92,12.85,11,211,29,77,129,1004,5,7.78,13.04,200.8,1,17,119,23.8,41,7,37,0,5.29,41,7,37,0,5.29,124,17,1,7,3,11,0.65,11,11,4,0,4,8,0.73,109,216,604,2.8,1,120.8,40,171,704,4.12,5,140.8,115,17,120,3.4,16,11,10,0,0,6,0,94,18.8,97,13,10,1,0,9,0,117,23.4,114,13,18,76,22,4.4,79,76,29,0.38,75,27,66,0.41,2,36:00:00,52,3,6,9,6,2,8,1,0.2,67.0,-0.9400000000000004,0.4
495,937,Southern Miss.,2020,C-USA,0,0,0,0,10,3,7,83,643,3720,5.79,30,372,62,697,4017,5.76,41,42,402,90,102,103,10,215,90,102,103,10,215,117,6,17,0,100,14,21,1,71,23,8,501,0.0,77,274,171,9,2130,7.77,12.46,12,213,50,185,294,2208,24,7.51,11.94,220.8,8,44,367,36.7,28,6,24,0,4.0,28,6,24,0,4.0,73,38,17,5,9,31,0.82,113,33,11,12,7,30,0.91,70,369,1590,4.31,18,159.0,84,403,1809,4.49,17,180.9,81,24,155,2.4,85,42,39,0,0,10,1,323,32.3,88,31,29,1,0,12,0,253,25.3,94,38,26,171,51,5.1,51,135,57,0.42,115,68,142,0.48,81,29:06:00,88,7,6,13,7,9,16,-3,-0.3,72.5,0.03000000000000025,0.3
496,951,UAB,2020,C-USA,0,0,1,0,9,6,3,60,610,3612,5.92,31,401,9,597,2800,4.69,20,23,311,56,63,75,24,162,56,63,75,24,162,22,6,9,1,78,14,24,1,107,31,14,753,1.0,88,244,136,9,1812,7.43,13.32,14,201,10,150,285,1559,15,5.47,10.39,173.2,127,82,768,85.33,54,12,77,0,6.42,54,12,77,0,6.42,11,36,13,11,9,33,0.92,98,24,4,9,8,21,0.88,29,366,1800,4.92,17,200.0,34,312,1241,3.98,5,137.9,4,4,24,0.44,28,23,22,0,0,11,0,193,21.4,66,32,31,0,0,11,0,256,28.4,42,50,20,225,60,6.7,50,130,55,0.42,8,39,131,0.3,20,32:26:00,80,6,8,14,7,9,16,-2,-0.22,34.5,1.2299999999999995,0.6666666666666666
497,958,UTEP,2020,C-USA,0,0,0,0,8,3,5,102,539,2785,5.17,23,348,49,499,3050,6.11,33,33,381,44,59,75,15,149,44,59,75,15,149,93,6,13,0,93,7,11,1,65,22,6,464,0.0,83,239,126,9,1674,7.0,13.29,7,209,74,143,225,1927,19,8.56,13.48,240.9,101,57,505,63.12,81,6,50,0,8.33,81,6,50,0,8.33,103,29,15,4,3,22,0.76,89,30,12,9,5,26,0.87,91,300,1111,3.7,16,138.9,39,274,1123,4.1,14,140.4,26,12,95,1.5,77,33,32,0,0,6,0,248,31.0,102,24,23,1,0,5,0,184,23.0,71,36,22,177,47,5.9,38,109,48,0.44,50,37,95,0.39,17,32:41:00,114,6,2,8,6,9,15,-7,-0.88,75.5,-0.9400000000000004,0.375
498,959,UTSA,2020,C-USA,0,0,0,0,11,7,4,50,801,4553,5.68,37,414,48,749,4189,5.59,34,36,381,95,98,95,26,219,95,98,95,26,219,74,9,17,1,42,7,14,1,98,26,22,604,0.0,92,349,209,7,2191,6.28,10.48,14,199,62,207,338,2509,20,7.42,12.12,228.1,106,77,737,67.0,119,16,266,1,16.62,119,16,266,1,16.62,30,44,19,9,11,39,0.89,91,38,11,13,9,33,0.87,23,452,2362,5.23,23,214.7,50,411,1680,4.09,14,152.7,47,22,142,2.0,42,36,31,0,0,10,0,277,25.2,64,38,37,0,0,16,1,315,28.6,20,64,38,326,83,7.5,40,169,74,0.44,55,60,153,0.39,65,29:54:00,21,7,11,18,3,7,10,8,0.73,49.0,0.08999999999999986,0.6363636363636364
499,967,Western Ky.,2020,C-USA,0,0,0,0,11,5,6,120,699,3200,4.58,21,291,21,741,3700,4.99,31,34,336,81,107,83,15,205,81,107,83,15,205,51,17,29,1,71,18,32,1,66,21,18,443,1.0,111,336,191,2,1792,5.33,9.38,12,163,7,158,304,1871,12,6.15,11.84,170.1,7,45,400,36.36,101,19,230,1,12.11,101,19,230,1,12.11,88,29,9,9,5,23,0.79,78,34,16,6,7,29,0.85,99,363,1408,3.88,9,128.0,68,437,1829,4.19,19,166.3,71,25,157,2.27,37,34,29,1,0,10,0,265,24.1,115,24,24,0,0,13,0,207,18.8,73,52,24,229,64,5.8,116,145,46,0.32,59,64,162,0.4,72,29:23:00,83,4,5,9,10,2,12,-3,-0.27,70.5,-0.41000000000000014,0.45454545454545453
533,852,Army West Point,2020,FBS Independent,0,0,0,0,11,9,2,112,727,3574,4.92,37,325,2,592,2982,5.04,18,20,271,43,62,72,13,147,43,62,72,13,147,18,22,31,1,29,7,16,0,30,29,18,533,0.0,127,70,31,5,480,6.86,15.48,4,44,1,150,254,1649,13,6.49,10.99,149.9,16,52,438,39.82,43,14,76,0,5.43,43,14,76,0,5.43,23,36,25,1,6,32,0.89,2,26,4,8,4,16,0.62,4,657,3094,4.71,33,281.3,19,338,1333,3.94,5,121.2,6,9,59,0.82,2,20,16,0,0,6,0,154,14.0,72,40,35,1,0,7,1,300,27.3,77,51,24,239,63,5.7,30,155,71,0.46,25,46,130,0.35,7,34:10:00,36,5,13,18,8,5,13,5,0.45,57.0,-0.1200000000000001,0.8181818181818182
534,860,BYU,2020,FBS Independent,0,0,0,0,12,11,1,7,799,6266,7.84,68,522,13,793,3809,4.8,23,23,317,92,89,115,12,216,92,89,115,12,216,62,12,22,1,20,10,25,0,3,23,51,358,0.0,8,376,273,4,3985,10.6,14.6,34,332,25,229,374,2370,15,6.34,10.35,197.5,9,52,442,36.83,84,9,80,0,8.89,84,9,80,0,8.89,18,61,28,20,7,55,0.9,25,25,7,9,3,19,0.76,43,423,2281,5.39,34,190.1,18,419,1439,3.43,8,119.9,8,12,110,1.0,4,23,19,0,0,9,0,184,15.3,4,69,63,3,0,13,0,522,43.5,95,50,20,214,60,5.0,10,132,65,0.49,54,67,171,0.39,64,29:57:00,19,10,8,18,5,4,9,9,0.75,10.0,3.04,0.9166666666666666
535,891,Liberty,2020,FBS Independent,0,0,0,0,10,9,1,14,720,4835,6.72,48,484,7,602,3012,5.0,25,26,301,62,71,80,16,167,62,71,80,16,167,11,15,20,1,25,8,19,0,44,42,24,819,1.0,61,278,174,5,2314,8.32,13.3,25,231,9,159,281,1716,14,6.11,10.79,171.6,83,61,571,57.1,56,6,39,0,6.5,56,6,39,0,6.5,101,47,15,14,7,36,0.77,16,27,9,10,1,20,0.74,9,442,2521,5.7,23,252.1,27,321,1296,4.04,11,129.6,58,21,126,2.1,17,26,23,1,0,3,1,192,19.2,17,51,47,0,0,10,0,383,38.3,83,44,22,282,55,5.5,17,137,66,0.48,13,42,130,0.32,15,33:11:00,45,6,10,16,8,5,13,3,0.3,10.5,1.7199999999999998,0.9
536,898,Massachusetts,2020,FBS Independent,0,0,0,0,4,0,4,127,217,750,3.46,1,188,118,279,1928,6.91,21,21,482,12,55,37,8,100,12,55,37,8,100,98,4,9,0,73,4,7,1,1,3,1,36,0.0,123,100,54,5,481,4.81,8.91,1,120,38,65,110,834,10,7.58,12.83,208.5,74,22,216,54.0,127,2,60,0,30.0,127,2,60,0,30.0,127,2,0,1,0,1,0.5,47,21,6,7,4,17,0.81,126,117,269,2.3,0,67.2,126,169,1094,6.47,11,273.5,84,10,56,2.5,121,21,20,0,0,5,0,161,40.2,127,1,1,0,0,1,1,12,3.0,21,22,16,118,30,7.5,125,55,14,0.26,124,28,54,0.52,126,25:15:00,118,3,0,3,2,5,7,-4,-1.0,122.5,-3.45,0.0
624,845,Akron,2020,MAC,0,0,0,0,6,1,5,121,360,1687,4.69,12,281,110,365,2759,7.56,31,34,460,24,68,49,7,124,24,68,49,7,124,98,4,9,0,73,4,7,1,67,16,6,340,0.0,119,148,83,6,838,5.66,10.1,4,140,41,85,127,1270,12,10.0,14.94,211.7,2,24,190,31.67,67,20,144,0,7.2,67,20,144,0,7.2,41,14,5,4,3,12,0.86,33,27,15,5,1,21,0.78,86,212,849,4.0,8,141.5,120,238,1489,6.26,19,248.2,125,26,162,4.33,123,34,32,0,0,4,0,248,41.3,120,13,13,0,0,4,0,103,17.2,126,16,0,78,16,2.7,108,78,26,0.33,125,39,73,0.53,52,30:35:00,98,4,2,6,3,6,9,-3,-0.5,115.5,-2.869999999999999,0.16666666666666666
625,854,Ball St.,2020,MAC,0,0,1,0,7,6,1,24,547,3176,5.81,28,454,93,511,3092,6.05,25,25,442,58,58,94,14,166,58,58,94,14,166,62,6,11,1,12,6,17,0,13,27,13,460,0.0,27,232,152,6,1937,8.35,12.74,16,277,119,168,252,2071,13,8.22,12.33,295.9,39,38,327,46.71,19,9,23,0,2.56,19,9,23,0,2.56,55,32,11,9,7,27,0.84,36,28,10,9,3,22,0.79,53,315,1239,3.93,12,177.0,45,259,1021,3.94,12,145.9,119,25,149,3.57,56,25,21,2,0,6,0,193,27.6,26,30,24,3,0,10,0,240,34.3,26,39,24,198,51,7.3,21,105,50,0.48,52,36,92,0.39,68,29:42:00,9,8,6,14,1,6,7,7,1.0,58.5,-0.2400000000000002,0.8571428571428571
626,858,Bowling Green,2020,MAC,0,0,0,0,5,0,5,111,314,1632,5.2,6,326,117,356,2379,6.68,28,30,476,20,74,37,8,119,20,74,37,8,119,125,3,14,0,66,5,9,1,125,7,8,202,1.0,118,125,54,7,712,5.7,13.19,1,142,3,72,111,828,12,7.46,11.5,165.6,25,30,216,43.2,42,9,48,1,5.33,42,9,48,1,5.33,126,15,4,1,4,9,0.6,124,25,11,8,5,24,0.96,47,189,920,4.87,5,184.0,127,245,1551,6.33,16,310.2,47,10,65,2.0,126,30,28,1,0,5,0,225,45.0,126,6,6,0,0,5,0,57,11.4,36,22,24,117,34,6.8,122,65,17,0.26,123,36,70,0.51,117,26:24:00,127,1,0,1,4,7,11,-10,-2.0,114.0,-1.4799999999999995,0.0
627,859,Buffalo,2020,MAC,0,0,0,0,7,6,1,17,457,3349,7.33,39,478,36,483,2513,5.2,18,19,359,35,65,60,14,139,35,65,60,14,139,69,7,13,1,71,9,16,1,97,23,25,534,0.0,101,157,98,4,1337,8.52,13.64,7,191,30,111,202,1411,8,6.99,12.71,201.6,70,42,368,52.57,6,2,0,0,0.0,6,2,0,0,0.0,40,29,22,2,1,25,0.86,29,26,10,5,5,20,0.77,2,300,2012,6.71,32,287.4,59,281,1102,3.92,10,157.4,1,1,9,0.14,31,19,16,1,0,7,0,153,21.9,5,43,43,0,0,1,0,304,43.4,87,28,20,158,38,5.4,18,81,39,0.48,11,31,99,0.31,49,30:43:00,28,4,6,10,2,4,6,4,0.57,26.5,2.13,0.8571428571428571
628,862,Central Mich.,2020,MAC,0,0,0,0,6,3,3,46,433,2522,5.82,23,420,83,439,2566,5.85,22,23,428,29,48,68,13,129,29,48,68,13,129,55,11,19,1,17,3,8,0,62,28,3,589,1.0,87,173,106,4,1214,7.02,11.45,7,202,121,109,189,1783,15,9.43,16.36,297.2,93,37,356,59.33,31,10,46,0,4.6,31,10,46,0,4.6,96,23,11,3,4,18,0.78,122,20,7,6,6,19,0.95,18,260,1308,5.03,16,218.0,29,250,783,3.13,7,130.5,77,14,97,2.33,73,23,22,0,0,7,0,181,30.2,42,23,16,4,0,8,1,188,31.3,25,34,20,187,44,7.3,121,85,24,0.28,98,40,89,0.45,85,28:58:00,9,7,8,15,5,4,9,6,1.0,64.5,-0.02999999999999936,0.5
629,871,Eastern Mich.,2020,MAC,0,0,0,0,6,2,4,61,418,2402,5.75,23,400,122,460,2941,6.39,26,27,490,55,88,58,14,160,55,88,58,14,160,8,11,14,1,125,13,15,1,22,27,9,487,0.0,28,199,126,6,1657,8.33,13.15,12,276,88,124,186,1509,14,8.11,12.17,251.5,29,29,263,43.83,9,4,3,0,0.75,9,4,3,0,0.75,1,28,11,9,8,28,1.0,9,28,11,6,3,20,0.71,104,219,745,3.4,11,124.2,119,274,1432,5.23,12,238.7,99,17,90,2.83,105,27,24,2,0,8,1,216,36.0,34,24,18,2,0,11,0,199,33.2,115,17,18,79,26,4.3,54,81,34,0.42,37,28,75,0.37,78,29:12:00,58,9,3,12,6,6,12,0,0.0,91.5,-0.6399999999999997,0.3333333333333333
630,889,Kent St.,2020,MAC,0,0,0,0,4,3,1,1,326,2426,7.44,27,607,80,261,1696,6.5,21,21,424,8,45,31,11,87,8,45,31,11,87,3,7,8,1,27,3,7,0,92,18,9,412,0.0,10,126,90,2,1294,10.27,14.38,14,324,2,47,91,648,2,7.12,13.79,162.0,125,37,325,81.25,4,1,-1,0,-1.0,4,1,-1,0,-1.0,48,27,11,8,4,23,0.85,120,17,12,2,2,16,0.94,3,200,1132,5.66,13,283.0,123,170,1048,6.16,19,262.0,18,5,33,1.25,113,21,18,1,0,2,0,152,38.0,1,27,25,0,0,4,0,199,49.8,59,19,12,98,25,6.2,3,57,32,0.56,93,21,48,0.44,63,30:01:00,49,2,3,5,2,2,4,1,0.25,40.5,0.9400000000000004,0.75
631,901,Miami (OH),2020,MAC,0,0,0,0,3,2,1,90,185,1096,5.92,10,365,55,195,1181,6.06,11,11,394,2,19,35,8,62,2,19,35,8,62,22,2,3,1,100,2,3,1,36,12,1,225,0.0,55,85,47,1,715,8.41,15.21,8,238,110,52,86,803,6,9.34,15.44,267.7,95,18,182,60.67,6,3,0,0,0.0,6,3,0,0,0.0,80,10,2,4,2,8,0.8,81,7,4,2,0,6,0.86,100,100,381,3.81,2,127.0,23,109,378,3.47,5,126.0,19,4,23,1.33,50,11,11,0,0,1,0,80,26.7,63,11,11,0,0,3,0,86,28.7,55,14,10,84,19,6.3,58,41,17,0.42,100,18,39,0.46,90,28:44:00,58,0,2,2,1,1,2,0,0.0,72.5,-0.13999999999999968,0.6666666666666666
632,915,Northern Ill.,2020,MAC,0,0,0,0,6,0,6,88,442,2205,4.99,18,368,75,379,2513,6.63,24,30,419,25,53,65,8,126,25,53,65,8,126,34,12,19,1,93,7,11,1,37,16,5,301,1.0,51,221,127,2,1443,6.53,11.36,11,241,79,104,160,1472,11,9.2,14.15,245.3,108,41,408,68.0,40,9,47,0,5.22,40,9,47,0,5.22,4,18,6,9,2,17,0.94,29,26,9,6,5,20,0.77,100,221,762,3.45,7,127.0,76,219,1041,4.75,13,173.5,77,14,91,2.33,118,30,27,1,0,7,1,232,38.7,89,18,14,2,0,7,1,149,24.8,115,15,22,91,26,4.3,120,91,26,0.29,10,19,61,0.31,11,33:39:00,98,2,5,7,8,2,10,-3,-0.5,81.5,-1.6399999999999997,0.0
633,918,Ohio,2020,MAC,0,0,0,0,3,2,1,92,171,1088,6.36,12,363,54,213,1167,5.48,6,6,389,1,28,26,2,56,1,28,26,2,56,127,0,1,0,15,4,11,0,44,12,4,234,0.0,116,54,36,0,438,8.11,12.17,4,146,22,50,92,586,3,6.37,11.72,195.3,49,20,144,48.0,6,0,0,0,0.0,6,0,0,0,0.0,80,10,5,2,1,8,0.8,101,9,3,2,3,8,0.89,22,117,650,5.56,8,216.7,94,121,581,4.8,3,193.7,104,9,50,3.0,9,6,5,0,0,3,0,50,16.7,25,14,13,0,0,2,0,103,34.3,120,11,2,39,12,4.0,88,32,12,0.38,17,15,44,0.34,80,29:09:00,4,1,5,6,2,0,2,4,1.33,73.0,0.8799999999999999,0.6666666666666666
634,947,Toledo,2020,MAC,0,0,0,0,6,4,2,12,462,2964,6.42,26,494,38,406,2173,5.35,18,18,362,22,38,64,19,121,22,38,64,19,121,93,6,13,0,57,7,13,1,56,18,16,369,0.0,9,219,143,7,1955,8.93,13.67,18,326,67,110,196,1398,12,7.13,12.71,233.0,118,58,451,75.17,27,6,23,0,3.83,27,6,23,0,3.83,69,28,7,10,6,23,0.82,108,20,3,10,5,18,0.9,62,243,1009,4.15,8,168.2,26,210,775,3.69,6,129.2,84,15,104,2.5,39,18,15,1,0,7,0,146,24.3,22,27,23,2,0,7,0,210,35.0,62,22,30,152,37,6.2,15,85,41,0.48,4,23,84,0.27,12,33:30:00,98,5,4,9,5,7,12,-3,-0.5,25.0,1.0700000000000003,0.6666666666666666
635,968,Western Mich.,2020,MAC,0,0,0,0,6,4,2,15,392,2878,7.34,32,480,60,428,2398,5.6,25,25,400,21,48,60,12,120,21,48,60,12,120,36,5,8,1,115,10,14,1,49,22,15,439,0.0,23,157,100,2,1719,10.95,17.19,18,287,76,127,199,1454,12,7.31,11.45,242.3,104,47,396,66.0,36,6,30,0,5.0,36,6,30,0,5.0,52,26,12,7,3,22,0.85,125,26,11,7,7,25,0.96,38,235,1159,4.93,14,193.2,58,229,944,4.12,13,157.3,12,7,46,1.17,94,25,17,4,0,10,0,205,34.2,10,34,31,0,0,5,0,250,41.7,6,35,32,173,51,8.5,43,67,29,0.43,60,36,91,0.4,97,28:15:00,98,1,2,3,4,2,6,-3,-0.5,37.5,1.7400000000000002,0.6666666666666666
648,844,Air Force,2020,Mountain West,0,0,0,0,6,3,3,73,373,2336,6.26,19,389,8,360,1820,5.06,11,12,303,14,52,46,8,106,14,52,46,8,106,14,8,11,1,9,3,10,0,96,14,9,324,1.0,126,61,34,3,502,8.23,14.76,3,84,4,88,143,1001,7,7.0,11.38,166.8,19,27,245,40.83,26,4,15,0,3.75,26,4,15,0,3.75,117,24,13,1,3,17,0.71,5,13,4,3,2,9,0.69,1,312,1834,5.88,16,305.7,33,217,819,3.77,4,136.5,3,2,19,0.33,3,12,12,0,0,2,0,90,15.0,92,19,17,0,0,5,0,146,24.3,125,11,12,74,17,2.8,13,68,33,0.49,105,34,73,0.47,19,32:30:00,58,3,5,8,5,3,8,0,0.0,40.5,1.2000000000000002,0.5
649,856,Boise St.,2020,Mountain West,0,0,0,0,7,5,2,98,451,2443,5.42,25,349,44,497,2613,5.26,23,23,373,37,59,65,16,140,37,59,65,16,140,56,4,7,1,111,13,19,1,28,14,26,256,0.0,49,222,139,3,1693,7.63,12.18,12,242,40,112,212,1467,10,6.92,13.1,209.6,56,34,345,49.29,76,13,102,0,7.85,76,13,102,0,7.85,15,22,13,5,2,20,0.91,93,31,12,6,9,27,0.87,114,229,750,3.28,13,107.1,66,285,1146,4.02,13,163.7,47,14,70,2.0,52,23,14,4,0,10,0,190,27.1,29,31,30,0,0,7,0,237,33.9,26,43,16,168,51,7.3,42,97,42,0.43,3,29,107,0.27,73,29:22:00,106,0,3,3,4,3,7,-4,-0.57,71.0,0.16000000000000014,0.7142857142857143
650,868,Colorado St.,2020,Mountain West,0,0,0,0,4,1,3,114,272,1294,4.76,10,324,35,298,1435,4.82,13,18,359,4,27,47,5,79,4,27,47,5,79,113,3,8,0,100,6,9,1,112,13,4,323,1.0,91,116,59,3,798,6.88,13.53,4,200,87,74,122,1001,5,8.2,13.53,250.2,47,24,190,47.5,116,17,260,3,15.29,116,17,260,3,15.29,125,13,5,1,2,8,0.62,126,16,7,5,4,16,1.0,105,156,496,3.18,6,124.0,14,176,434,2.47,8,108.5,104,12,62,3.0,104,18,17,0,0,6,0,143,35.8,106,11,11,0,0,4,0,89,22.2,1,30,24,195,42,10.5,127,59,13,0.22,65,27,67,0.4,121,25:47:00,49,4,1,5,1,3,4,1,0.25,74.5,-0.0600000000000005,0.25
